pertanyaan,jawaban,sumber,mata_kuliah,sumber_dokumen
Apa perbedaan utama antara Inline table-valued function dan Multi-statement table-valued function?,"Inline table-valued function selalu mengembalikan rowset yang menyerupai view dan dapat menggunakan variabel input, sedangkan Multi-statement table-valued function mengembalikan tabel dengan menempatkan hasil query ke dalam variabel tabel yang strukturnya didefinisikan di dalam fungsi.","Fungsi jenis ini selalu memberikan nilai dalam bentuk rowset . Hasil keluaran dari fungsi ini menyerupai view , hanya fungsi ini dapat menggunakan variabel input. Perbedaannya dengan fungsi inline table , adalah hasil dari query itu dimasukkan ke dalam variabel dengan tipe data tabel (variabel jenis ini ada di sql server 2012). Variabel tersebut didefinisikan strukturnya dalam fungsi.",Basis Data 2,scalar USER DEFINED FUNCTION.txt
Sintaks dasar untuk membuat (CREATE) sebuah fungsi pengguna di SQL Server adalah seperti apa?,CREATE FUNCTION [database_name.]function_name (parameters) RETURNS data_type AS BEGIN SQL statements RETURN value END;,CREATE FUNCTION [database_name.]function_name (parameters) RETURNS data_type AS BEGIN SQL statements RETURN value END;,Basis Data 2,scalar USER DEFINED FUNCTION.txt
"Pada contoh fungsi east_or_west, nilai apa yang dikembalikan jika parameter @long bernilai 0?",Fungsi mengembalikan nilai 'same'.,SET @return_value = 'same'; IF (@long > 0.00) SET @return_value = 'east'; IF (@long < 0.00) SET @return_value = 'west'; RETURN @return_value,Basis Data 2,scalar USER DEFINED FUNCTION.txt
Bagaimana cara memanggil fungsi skalar dbo.fn_maxprice() untuk menampilkan harga unit tertinggi pada tabel products?,"Dengan perintah SELECT dbo.fn_maxprice(); atau menggunakannya dalam query, misalnya SELECT product_id, product_name, dbo.fn_maxprice() AS 'harga tertinggi' FROM products WHERE Unit_price = dbo.fn_maxprice();","select dbo.fn_maxprice() select max(Unit_price) from products go select product_id,product_name,dbo.fn_maxprice() as ' harga tertinggi' from products where Unit_price = dbo.fn_maxprice()",Basis Data 2,scalar USER DEFINED FUNCTION.txt
Fungsi dbo.fn_avgprice() mengembalikan tipe data apa dan nilai apa yang dihitung?,"Fungsi mengembalikan tipe data decimal(6,2) yang berisi rata‑rata (average) nilai Unit_price pada tabel products.","create function dbo.fn_avgprice() returns decimal(6,2) as begin declare @avgprice as decimal(6,2) select @avgprice = avg(Unit_price) from products return @avgprice end",Basis Data 2,scalar USER DEFINED FUNCTION.txt
Apa tujuan fungsi dbo.fn_countcustomer() dan kriteria apa yang digunakan dalam perhitungannya?,Fungsi menghitung jumlah baris pada tabel customers dimana Customer_name mengandung kata 'Furniture' (menggunakan klausa LIKE '%Furniture').,create function dbo.fn_countcustomer() returns int as begin declare @count int select @count = count (Customer_name) from customers where Customer_name like '%Furniture' return @count end,Basis Data 2,scalar USER DEFINED FUNCTION.txt
Bagaimana cara menggunakan fungsi dbo.fn_infoprice untuk mendapatkan harga unit produk dengan ID 3 dan nama 'Computer Desk'?,"Dengan perintah SELECT dbo.fn_infoprice(3,'Computer Desk') AS 'Unit_price';","select dbo.fn_infoprice(3,'Computer Desk') as 'Unit_price'",Basis Data 2,scalar USER DEFINED FUNCTION.txt
Perintah apa yang digunakan untuk mengubah (ALTER) sebuah fungsi yang sudah ada di SQL Server?,"Perintah ALTER FUNCTION diikuti nama fungsi, parameter, dan definisi baru, contoh sintaks: ALTER FUNCTION [database_name.]function_name (parameters) RETURNS data_type AS BEGIN SQL statements RETURN value END;",ALTER FUNCTION [database_name.]function_name (parameters) RETURNS data_type AS BEGIN SQL statements RETURN value END;,Basis Data 2,scalar USER DEFINED FUNCTION.txt
Perintah apa yang digunakan untuk membuat prosedur tersimpan dengan parameter output?,Gunakan kata kunci OUT atau OUTPUT saat mendefinisikan prosedur tersimpan.,"To create a stored procedure with output parameter, we use the keywords OUT or OUTPUT.",Basis Data 2,Store procedure dengan output parameter_W6.txt
Bagaimana cara mendeklarasikan variabel untuk menampung nilai output dari prosedur tersimpan?,"Deklarasikan variabel dengan tipe data yang sama dengan parameter output, misalnya: DECLARE @EmployeeTotal int.","First, initialise a variable of same datatype as that of the output parameter. Here, we have declared @EmployeeTotal integer variable.",Basis Data 2,Store procedure dengan output parameter_W6.txt
Apa yang terjadi jika tidak menyertakan kata kunci OUTPUT saat mengeksekusi prosedur tersimpan dengan parameter output?,Variabel yang menerima nilai output akan berisi NULL.,"If you don't specify the OUTPUT keyword, the variable will be NULL.",Basis Data 2,Store procedure dengan output parameter_W6.txt
Bagaimana cara mengeksekusi prosedur spGetEmployeeCountByGender untuk menghitung karyawan perempuan dan menampilkan hasilnya?,"Gunakan perintah berikut: DECLARE @EmployeeTotal int; EXECUTE spGetEmployeeCountByGender 'Female', @EmployeeTotal output; PRINT @EmployeeTotal.","DECLARE @EmployeeTotal int EXECUTE spGetEmployeeCountByGender 'Female', @EmployeeTotal output PRINT @EmployeeTotal",Basis Data 2,Store procedure dengan output parameter_W6.txt
Apakah urutan parameter dapat diubah saat memanggil prosedur tersimpan dengan menyebutkan nama parameternya?,"Ya, urutan parameter dapat diubah asalkan menggunakan nama parameter, contohnya: EXECUTE spGetEmployeeCountByGender @EmployeeCount = @EmployeeTotal OUT, @Gender = 'Male'.","While using the parameter names, you can pass the parameters in any order. In the example below, we are first passing the OUTPUT parameter and then the input @Gender parameter.",Basis Data 2,Store procedure dengan output parameter_W6.txt
Apa fungsi sistem prosedur sp_help?,"sp_help menampilkan informasi tentang objek database, termasuk nama parameter, tipe data, indeks, dan lain‑lain.","sp_help SP_Name: Used to view the information about the stored procedure like parameter names, their datatypes, etc.",Basis Data 2,Store procedure dengan output parameter_W6.txt
Bagaimana cara melihat teks definisi prosedur tersimpan menggunakan sistem prosedur?,"Gunakan sp_helptext diikuti nama prosedur, misalnya: sp_helptext spGetEmployeeCountByGender.",sp_helptext SP_Name: Used to view the Text of the stored procedure.,Basis Data 2,Store procedure dengan output parameter_W6.txt
Apa kegunaan sp_depends?,"sp_depends menampilkan dependensi suatu prosedur tersimpan, seperti prosedur atau objek lain yang merujuk ke tabel yang bersangkutan.",sp_depends SP_Name: Used to view the dependencies of the stored procedure.,Basis Data 2,Store procedure dengan output parameter_W6.txt
Perintah apa yang digunakan untuk membuat database bernama ISA212_minggu6?,Gunakan perintah CREATE DATABASE ISA212_minggu6.,create database ISA212_minggu6,Basis Data 2,Store procedure dengan output parameter_W6.txt
Apa struktur tabel employee yang dibuat dalam contoh?,"Tabel employee memiliki kolom ID (int, primary key), name (varchar(40)), Gender (varchar(20)), dan departement_id (int).","create table employee (ID int primary key , name varchar(40) , Gender varchar(20) , departement_id int)",Basis Data 2,Store procedure dengan output parameter_W6.txt
Apa yang diproduksi oleh perusahaan penerbitan?,Perusahaan penerbitan memproduksi buku ilmiah pada berbagai subjek.,A publishing company produces scientific books on various subjects.,Basis Data 2,STUDI KASUS 10.txt
Siapa yang menulis buku-buku tersebut?,Buku-buku ditulis oleh penulis yang berspesialisasi pada satu subjek tertentu.,The books are written by authors who specialize in one particular subject.,Basis Data 2,STUDI KASUS 10.txt
Apakah editor harus menjadi spesialis dalam bidang tertentu?,"Tidak, editor tidak harus menjadi spesialis dalam bidang tertentu.","The company employs editors who, not necessarily being specialists in a particular area,",Basis Data 2,STUDI KASUS 10.txt
Berapa banyak publikasi yang dapat diedit oleh satu editor?,Setiap editor bertanggung jawab penuh atas satu atau lebih publikasi.,each take sole responsibility for editing one or more publications.,Basis Data 2,STUDI KASUS 10.txt
Apa yang dicakup oleh sebuah publikasi?,Sebuah publikasi mencakup satu subjek spesialis dan biasanya ditulis oleh satu penulis.,A publication covers essentially one of the specialist subjects and is normally written by a single author.,Basis Data 2,STUDI KASUS 10.txt
Bagaimana hubungan antara penulis dan editor saat menulis sebuah buku?,Setiap penulis bekerja dengan seorang editor ketika menulis sebuah buku.,"When writing a particular book, each author works with an editor,",Basis Data 2,STUDI KASUS 10.txt
Apakah penulis dapat mengirimkan karya lain kepada editor yang berbeda?,"Ya, penulis dapat mengirimkan karya lain untuk diawasi oleh editor lain.",but may submit another work for publication to be supervised by other editors.,Basis Data 2,STUDI KASUS 10.txt
Apa tujuan perusahaan dalam hal keberagaman penulis?,"Perusahaan berusaha mempekerjakan beragam penulis, dengan lebih dari satu penulis yang menjadi spesialis dalam subjek tertentu.","To improve their competitiveness, the company tries to employ a variety of authors, more than one author being a specialist in a particular subject.",Basis Data 2,STUDI KASUS 10.txt
Apakah satu publikasi biasanya ditulis oleh lebih dari satu penulis?,"Tidak, sebuah publikasi biasanya ditulis oleh satu penulis saja.",and is normally written by a single author.,Basis Data 2,STUDI KASUS 10.txt
Apakah editor memiliki tanggung jawab tunggal terhadap publikasi yang mereka edit?,"Ya, setiap editor memiliki tanggung jawab tunggal atas satu atau lebih publikasi yang mereka edit.",each take sole responsibility for editing one or more publications.,Basis Data 2,STUDI KASUS 10.txt
Berapa jumlah departemen yang dimiliki perusahaan menurut studi kasus?,Perusahaan memiliki empat departemen.,A company operates four departements.,Basis Data 2,STUDI KASUS 2.txt
Apakah setiap departemen memiliki karyawan?,"Ya, setiap departemen mempekerjakan karyawan.",Each departement employs employees.,Basis Data 2,STUDI KASUS 2.txt
Apakah seorang karyawan wajib memiliki tanggungan?,"Tidak, seorang karyawan boleh tidak memiliki atau memiliki satu atau lebih tanggungan.",Each of the employees may or may not have one or more dependents.,Basis Data 2,STUDI KASUS 2.txt
Apakah setiap karyawan memiliki riwayat pekerjaan?,"Tidak, setiap karyawan boleh tidak memiliki atau memiliki riwayat pekerjaan.",Each employee may or may not have an employement history.,Basis Data 2,STUDI KASUS 2.txt
Apa yang diminta pada poin a dalam tugas studi kasus?,Mendefinisikan entitas dan hubungan (relationships).,a. Define entity and relathionships,Basis Data 2,STUDI KASUS 2.txt
Apa yang diminta pada poin b dalam tugas studi kasus?,Menggambar model konseptual menggunakan diagram Chen.,b. Draw the conceptual model with Chen diagram,Basis Data 2,STUDI KASUS 2.txt
Apa yang diminta pada poin c dalam tugas studi kasus?,Menggambar model konseptual menggunakan diagram Crow Foot.,c. Draw the conceptual model with Crow Foot diagram,Basis Data 2,STUDI KASUS 2.txt
Apakah hubungan antara departemen dan karyawan bersifat satu ke banyak?,"Ya, setiap departemen dapat mempekerjakan banyak karyawan, sedangkan setiap karyawan bekerja di satu departemen.",Each departement employs employees.,Basis Data 2,STUDI KASUS 2.txt
Apakah hubungan antara karyawan dan dependennya bersifat opsional?,"Ya, seorang karyawan dapat tidak memiliki dependennya atau memiliki satu atau lebih dependennya.",Each of the employees may or may not have one or more dependents.,Basis Data 2,STUDI KASUS 2.txt
Apakah hubungan antara karyawan dan riwayat pekerjaan bersifat opsional?,"Ya, seorang karyawan dapat tidak memiliki riwayat pekerjaan atau memiliki riwayat pekerjaan.",Each employee may or may not have an employement history.,Basis Data 2,STUDI KASUS 2.txt
Apa entitas utama yang terlibat dalam studi kasus ini?,"Entitas utama yang terlibat adalah Departemen, Karyawan, Divisi, dan Proyek.","a. A department employs many employees, but each employee is employed by one department. b. Some employees, known as ""Rovers"" are not assigned to any department. c. Divisions operates many departements, but each departments is operated by one division. d. An employee may be assigned to many projects, and a projects may have many employees assigned to it. e. a project must have at least one employee assigned to it. f. One of the employees manages one department, and each department is managed by only one employee. g. One of the employee runs a division, and each division is run by one employee.",Basis Data 2,STUDI KASUS 3.txt
Bagaimana hubungan antara departemen dan karyawan?,"Departemen mempekerjakan banyak karyawan, tetapi setiap karyawan hanya bekerja di satu departemen.","a. A department employs many employees, but each employee is employed by one department.",Basis Data 2,STUDI KASUS 3.txt
Apakah semua karyawan harus terhubung dengan departemen?,"Tidak, beberapa karyawan yang disebut ""Rovers"" tidak ditugaskan ke departemen manapun.","b. Some employees, known as ""Rovers"" are not assigned to any department.",Basis Data 2,STUDI KASUS 3.txt
Bagaimana hubungan antara divisi dan departemen?,"Divisi mengoperasikan banyak departemen, tetapi setiap departemen dioperasikan oleh satu divisi.","c. Divisions operates many departements, but each departments is operated by one division.",Basis Data 2,STUDI KASUS 3.txt
Bagaimana hubungan antara karyawan dan proyek?,"Seorang karyawan dapat ditugaskan ke banyak proyek, dan sebuah proyek dapat memiliki banyak karyawan yang ditugaskan.","d. An employee may be assigned to many projects, and a projects may have many employees assigned to it.",Basis Data 2,STUDI KASUS 3.txt
Apakah sebuah proyek dapat tidak memiliki karyawan?,"Tidak, sebuah proyek harus memiliki setidaknya satu karyawan yang ditugaskan.",e. a project must have at least one employee assigned to it.,Basis Data 2,STUDI KASUS 3.txt
Siapa yang mengelola departemen?,"Satu karyawan mengelola satu departemen, dan setiap departemen dikelola oleh hanya satu karyawan.","f. One of the employees manages one department, and each department is managed by only one employee.",Basis Data 2,STUDI KASUS 3.txt
Siapa yang memimpin divisi?,"Satu karyawan menjalankan sebuah divisi, dan setiap divisi dijalankan oleh satu karyawan.","g. One of the employee runs a division, and each division is run by one employee.",Basis Data 2,STUDI KASUS 3.txt
Apa singkatan JCBC dan apa jenis organisasinya?,"JCBC merupakan singkatan dari Johannes County BasketBall Conference, yang merupakan sebuah asosiasi basket amatir.",The Johannes County BasketBall Conference ( JCBC) is an amateur Basketball association.,Basis Data 2,STUDI KASUS 4.txt
Berapa tim yang dimiliki setiap kota dalam county?,Setiap kota dalam county memiliki satu tim yang mewakilinya.,Each city in the County has one team that represent it.,Basis Data 2,STUDI KASUS 4.txt
Berapa jumlah pemain minimum dan maksimum yang boleh dimiliki sebuah tim?,Sebuah tim dapat memiliki minimal sembilan pemain dan maksimal dua belas pemain.,Each team has maximum 12 players and a minimum of nine players.,Basis Data 2,STUDI KASUS 4.txt
Berapa jumlah pelatih maksimal yang dapat dimiliki sebuah tim dan apa saja jenisnya?,"Sebuah tim dapat memiliki hingga tiga pelatih, yaitu pelatih ofensif, pelatih defensif, dan pelatih PT.","Each team also has up to three coaches ( offensive,defensive, and PT coaches).",Basis Data 2,STUDI KASUS 4.txt
Berapa kali setiap tim bertanding melawan tim lain dalam satu musim?,"Setiap tim memainkan dua pertandingan melawan setiap tim lain, satu di kandang dan satu di luar.",Each team plays two games (home and visitor) against each other team during the season.,Basis Data 2,STUDI KASUS 4.txt
Apakah setiap tim wajib memiliki pelatih PT?,Tidak wajib; tim dapat memiliki pelatih PT sebagai bagian dari maksimal tiga pelatih yang diperbolehkan.,"Each team also has up to three coaches ( offensive,defensive, and PT coaches).",Basis Data 2,STUDI KASUS 4.txt
Apakah JCBC bersifat profesional atau amatir?,JCBC bersifat amatir.,The Johannes County BasketBall Conference ( JCBC) is an amateur Basketball association.,Basis Data 2,STUDI KASUS 4.txt
"Apa yang dimaksud dengan pertandingan ""home"" dan ""visitor"" dalam konteks JCBC?","Pertandingan ""home"" berarti tim bermain di kandang mereka, sedangkan ""visitor"" berarti tim bermain di kandang lawan.",Each team plays two games (home and visitor) against each other team during the season.,Basis Data 2,STUDI KASUS 4.txt
Berapa total jumlah pelatih yang dapat dimiliki sebuah tim jika semua jenis pelatih diisi?,"Jika semua jenis pelatih diisi, sebuah tim dapat memiliki tiga pelatih: satu ofensif, satu defensif, dan satu PT.","Each team also has up to three coaches ( offensive,defensive, and PT coaches).",Basis Data 2,STUDI KASUS 4.txt
Apakah setiap tim harus memiliki setidaknya satu pelatih?,"Dokumen tidak menyebutkan keharusan memiliki pelatih, hanya menyatakan bahwa tim dapat memiliki hingga tiga pelatih.","Each team also has up to three coaches ( offensive,defensive, and PT coaches).",Basis Data 2,STUDI KASUS 4.txt
Apa nama perusahaan yang memproduksi kendaraan khusus?,Perusahaan tersebut bernama Automata Inc.,Automata Inc. produces specially vehicles by contract.,Basis Data 2,STUDI KASUS 5.txt
Berapa banyak departemen yang dimiliki perusahaan dan apa fungsinya?,"Perusahaan memiliki beberapa departemen, masing‑masing membangun jenis kendaraan tertentu seperti limusin, truk, van, atau RV.","The company operates several departments, each of builds a praticular vehicle, such as limousine, a truck, a van or an RV.",Basis Data 2,STUDI KASUS 5.txt
Apa yang dilakukan departemen ketika kendaraan baru selesai dibangun?,Departemen menempatkan pesanan ke departemen pembelian untuk meminta komponen spesifik.,"When a new vehicle is built, the department places an order with purchasing department to request specific component.",Basis Data 2,STUDI KASUS 5.txt
Apa tujuan departemen pembelian membuat basis data?,Untuk melacak pesanan dan mempercepat proses pengiriman material.,"Automata's purchasing department is interested in creating database to keep track of orders and to accelerate the process of delivering materials,",Basis Data 2,STUDI KASUS 5.txt
Apa yang dapat terkandung dalam satu pesanan yang diterima departemen pembelian?,Satu pesanan dapat berisi beberapa item yang berbeda.,The order received by purchasing department can contain several different items .,Basis Data 2,STUDI KASUS 5.txt
Bagaimana inventaris dikelola terkait item yang paling sering diminta?,Inventaris dipertahankan sehingga item yang paling sering diminta berada di dalam inventaris.,An inventory is maintained that is the most frequently requested item is inventory.,Basis Data 2,STUDI KASUS 5.txt
Apa yang terjadi jika suatu item tidak ada dalam inventaris?,Item tersebut harus dipesan dari pemasok.,"If an item is not in inventory, it must be ordered from a supplier .",Basis Data 2,STUDI KASUS 5.txt
Dapatkah satu item memiliki lebih dari satu pemasok?,"Ya, setiap item dapat memiliki beberapa pemasok.",Each item may have several suppliers.,Basis Data 2,STUDI KASUS 5.txt
Apa saja tugas yang diminta dalam studi kasus terkait model data?,"Mendefinisikan entitas dan hubungan, menggambar diagram ER dengan notasi Chen, dan menggambar diagram ER dengan notasi Crow Foot.","1. Define entity and relathionships.
2. Draw the ER diagram with Chen diagram.
3. Draw the ER diagram with Crow Foot diagram.",Basis Data 2,STUDI KASUS 5.txt
Sebutkan contoh jenis kendaraan yang dibangun oleh departemen perusahaan!,"Contoh kendaraan yang dibangun meliputi limusin, truk, van, dan RV.","The company operates several departments, each of builds a praticular vehicle, such as limousine, a truck, a van or an RV.",Basis Data 2,STUDI KASUS 5.txt
Apa hubungan antara pasien dan janji temu dalam sistem ini?,Seorang pasien dapat membuat banyak janji temu dengan satu atau lebih dokter.,A patient can make many appointments with one or more doctors in clinic,Basis Data 2,STUDI KASUS 6.txt
Bagaimana hubungan antara dokter dan janji temu?,Seorang dokter dapat menerima banyak janji temu dengan banyak pasien.,and a doctor can accept many appointments with many patients.,Basis Data 2,STUDI KASUS 6.txt
Berapa dokter yang terlibat dalam satu janji temu?,Setiap janji temu hanya melibatkan satu dokter.,"However, each appointment made with only one doctor",Basis Data 2,STUDI KASUS 6.txt
Berapa pasien yang terhubung dengan satu janji temu?,Setiap janji temu merujuk pada satu pasien.,and each appointment references a single patient.,Basis Data 2,STUDI KASUS 6.txt
Bagaimana penanganan kasus darurat dalam sistem janji temu?,"Kasus darurat tidak memerlukan janji temu, namun dimasukkan ke buku janji temu sebagai ""unscheduled"" untuk keperluan manajemen janji temu.","Emergency cases do not require an appointment. However an emergency is entered into the appointment book as ""unscheduled"" for appointment management purposes.",Basis Data 2,STUDI KASUS 6.txt
Apa yang terjadi jika sebuah janji temu dipertahankan (kept)?,Janji temu menghasilkan kunjungan dengan dokter yang ditentukan dalam janji temu tersebut.,If Kept. an appointment yields a visit with the doctor specified in the appointment.,Basis Data 2,STUDI KASUS 6.txt
Apa hasil dari sebuah kunjungan dokter?,"Kunjungan menghasilkan diagnosis dan, bila diperlukan, perawatan.","The visit yields a diagnosis and , when appropriate , treatment.",Basis Data 2,STUDI KASUS 6.txt
Bagaimana kunjungan mempengaruhi catatan medis pasien?,Setiap kunjungan memperbarui catatan pasien untuk menyediakan riwayat medis.,Each Visit updates the patients records to provide a medical history.,Basis Data 2,STUDI KASUS 6.txt
Apa yang dihasilkan oleh setiap kunjungan pasien terkait penagihan?,Setiap kunjungan pasien membuat tagihan.,Each patient visit creates a bill.,Basis Data 2,STUDI KASUS 6.txt
Bagaimana hubungan penagihan antara dokter dan pasien?,"Setiap kunjungan pasien ditagih oleh satu dokter, dan setiap dokter dapat menagih banyak pasien.",Each Patient visit is billed by one doctor and each doctor can bill many patients.,Basis Data 2,STUDI KASUS 6.txt
Apa tujuan utama dari basis data yang akan dirancang?,Untuk memantau kemajuan mahasiswa sepanjang studi mereka.,A database is to be designed for a college to monitor student's progress throughout their course of study.,Basis Data 2,STUDI KASUS 7.txt
Jenis gelar apa saja yang dapat diambil mahasiswa dalam sistem modular?,"Gelar seperti BA, BA(Hons), MSc, dan lain-lain.","The students are reading for a degree (such as BA, BA(Hons) MSc, etc) withinthe framework of the modular system.",Basis Data 2,STUDI KASUS 7.txt
Apa saja atribut yang harus dicatat untuk setiap modul?,"Kode modul, judul, nilai kredit, pemimpin modul, staf pengajar, dan departemen asalnya.","The college provides a number of module, each being characterised by its code, title, credit value, module leader,teaching staff and the department they come from.",Basis Data 2,STUDI KASUS 7.txt
Siapa yang bertanggung jawab mengoordinasikan sebuah modul?,Seorang pemimpin modul yang berbagi tugas mengajar dengan satu atau lebih dosen.,A module is co-ordinated by a module leader who shares teaching duties with one or more lecturers.,Basis Data 2,STUDI KASUS 7.txt
Dapatkah seorang dosen menjadi pemimpin modul sekaligus mengajar modul lain?,"Ya, seorang dosen dapat mengajar dan menjadi pemimpin modul untuk lebih dari satu modul.",A lecturer may teach (and be a module leader for) more than one module.,Basis Data 2,STUDI KASUS 7.txt
Apa aturan yang harus dipatuhi mahasiswa saat memilih modul?,Beberapa modul memerlukan modul prasyarat dan beberapa program gelar memiliki modul wajib.,Students are free to choose any module they wish but the following rules must be observed: some modules require pre-requisites modules and some degree programmes have compulsory modules.,Basis Data 2,STUDI KASUS 7.txt
Informasi apa saja tentang mahasiswa yang harus disimpan dalam basis data?,"Nomor mahasiswa, nama, alamat, gelar yang diambil, serta kinerja masa lalu (modul yang diambil dan hasil ujian).","The database is also to contain some information about students including their numbers, names, addresses, degrees they read for, and their past performance (i.e. modules taken and examination result.",Basis Data 2,STUDI KASUS 7.txt
Apakah mahasiswa bebas memilih modul apa saja?,Mahasiswa bebas memilih modul apa saja asalkan mematuhi aturan prasyarat dan modul wajib.,Students are free to choose any module they wish but the following rules must be observed: some modules require pre-requisites modules and some degree programmes have compulsory modules.,Basis Data 2,STUDI KASUS 7.txt
Apa tujuan utama perancangan basis data relasional dalam dokumen?,Untuk merancang basis data relasional bagi sebuah perusahaan menengah yang bergerak dalam aplikasi industri komputer.,A relational database is to be designed for a medium sized Company dealing with industrial applications of computers.,Basis Data 2,STUDI KASUS 8.txt
Produk apa saja yang disediakan perusahaan kepada pelanggannya?,Berbagai produk mulai dari program aplikasi tunggal hingga instalasi lengkap perangkat keras dengan perangkat lunak yang disesuaikan.,The Company delivers various products to its customers ranging from a single application program through to complete installation of hardware with customized software.,Basis Data 2,STUDI KASUS 8.txt
Siapa saja yang dipekerjakan oleh perusahaan?,"Berbagai ahli, konsultan, dan staf pendukung.","The Company employs various experts, consultants and supporting staff.",Basis Data 2,STUDI KASUS 8.txt
Apakah perusahaan memiliki staf jangka pendek atau temporer?,"Tidak, semua personil dipekerjakan secara jangka panjang dan tidak ada staf jangka pendek atau temporer.","All personnel are employed on long-term basis, i.e.there are no short-term or temporary staff.",Basis Data 2,STUDI KASUS 8.txt
Bagaimana struktur administratif perusahaan?,Perusahaan terbagi menjadi departemen yang dipimpin oleh manajer departemen.,"the Company is somehow structured for administrative purposes (that is, it is divided into departments headed by department managers).",Basis Data 2,STUDI KASUS 8.txt
Bagaimana cara pelaksanaan proyek di perusahaan?,Semua proyek dilaksanakan secara interdisipliner.,all projects are carried out in an inter-disciplinary way.,Basis Data 2,STUDI KASUS 8.txt
Bagaimana tim proyek dibentuk untuk setiap proyek?,Untuk setiap proyek dipilih tim proyek yang mengelompokkan karyawan dari departemen yang berbeda.,"For each project a project team is selected, grouping employees from different departments,",Basis Data 2,STUDI KASUS 8.txt
Siapa yang ditunjuk sebagai penanggung jawab utama proyek?,"Seorang Project Manager yang juga merupakan karyawan perusahaan, bertanggung jawab penuh dan eksklusif atas kontrol proyek secara independen dari hierarki perusahaan.","and a Project Manager (also an employee of the Company) is appointed who is entirely and exclusively responsible for the control of the project, quite independently of the Company's hierarchy.",Basis Data 2,STUDI KASUS 8.txt
Apakah Project Manager berada di bawah hierarki departemen perusahaan?,"Tidak, Project Manager bertanggung jawab secara independen dari hierarki perusahaan.","and a Project Manager (also an employee of the Company) is appointed who is entirely and exclusively responsible for the control of the project, quite independently of the Company's hierarchy.",Basis Data 2,STUDI KASUS 8.txt
Apa jenis usaha utama EverFail Company?,EverFail Company bergerak di bidang layanan penggantian oli cepat dan pelumasan (quick oil change dan lube business).,EverFail Company is in the quick oil change dan lube business.,Basis Data 2,STUDI KASUS 9 (1).txt
Layanan apa saja yang ditawarkan EverFail selain penggantian oli?,"Selain penggantian oli, EverFail juga mengganti wiper kaca depan, filter oli, dan filter udara dengan persetujuan pelanggan.","EverFail also replace winshield wippers , oil filters, and air filters, subject to customer approval.",Basis Data 2,STUDI KASUS 9 (1).txt
Apa saja yang tercantum dalam faktur yang diberikan kepada pelanggan?,"Faktur mencakup biaya minyak yang digunakan, semua suku cadang yang dipakai, dan biaya tenaga kerja standar.","The invoice contain the charges of the oil used and all part s used, and a standard labor charge.",Basis Data 2,STUDI KASUS 9 (1).txt
Metode pembayaran apa yang diterima EverFail?,"Pelanggan dapat membayar dengan tunai, kartu kredit, atau cek.","When the invoice is presented, customers pay cash , use credit card , or write a check.",Basis Data 2,STUDI KASUS 9 (1).txt
Apakah EverFail memberikan fasilitas kredit kepada pelanggan?,"Tidak, EverFail tidak memperpanjang kredit kepada pelanggan.",Ever Fail does not extend credit .,Basis Data 2,STUDI KASUS 9 (1).txt
Mengapa EverFail harus mengontrol persediaan suku cadangnya secara ketat?,"Karena penggunaan suku cadang sangat tinggi, sehingga bila persediaan mencapai kuantitas minimum, suku cadang yang rendah harus dipesan ulang dari vendor yang sesuai.","Given the high part usage of the business operations, EverFail must main tain carefull control of its parts (oil, wipers, oil filters, air filters) inventory. Therefore , if parts reach minimum on-hand Quantity, the parts in low supply must be reordered from an appropriate vendor.",Basis Data 2,STUDI KASUS 9 (1).txt
Apa yang termasuk dalam daftar vendor EverFail?,Daftar vendor mencakup vendor yang sebenarnya digunakan serta vendor potensial.,"EverFail maintains a vendor List, which contains both the vendors actually used and the potential vendors.",Basis Data 2,STUDI KASUS 9 (1).txt
Bagaimana EverFail memberikan pembaruan kepada pelanggan secara berkala?,EverFail secara periodik mengirimkan pembaruan melalui surat kepada pelanggan berdasarkan tanggal layanan mobil.,"Periodically , EverFail mails updates to customers, based on the date of the car's Service.",Basis Data 2,STUDI KASUS 9 (1).txt
Informasi apa yang dilacak EverFail mengenai mobil pelanggan?,EverFail melacak jarak tempuh (mileage) mobil setiap pelanggan.,everFail also tracks each customer's car mileage.,Basis Data 2,STUDI KASUS 9 (1).txt
Apa yang harus dicatat dalam basis data EverFail?,Basis data harus mencatat semua komponen dalam setiap transaksi.,EverFail's database is to be designed to keep track of all components in all transactions.,Basis Data 2,STUDI KASUS 9 (1).txt
Berapa jumlah instruktur yang dimiliki oleh Hudson Engineering Group (HEG)?,HEG memiliki 12 instruktur.,The HEG has 12 instructors and can handle up to 30 trainees per class.,Basis Data 2,STUDI KASUS I.txt
Berapa maksimum jumlah peserta pelatihan yang dapat diakomodasi dalam satu kelas?,Satu kelas dapat menampung maksimal 30 peserta.,The HEG has 12 instructors and can handle up to 30 trainees per class.,Basis Data 2,STUDI KASUS I.txt
"Berapa banyak kursus ""Advanced Technology"" yang ditawarkan oleh HEG?","HEG menawarkan lima kursus ""Advanced Technology"".","HEG offers five ""Advanced Technology"" courses each will generate several classes.",Basis Data 2,STUDI KASUS I.txt
Apa yang terjadi jika sebuah kelas memiliki kurang dari 10 peserta?,Kelas tersebut akan dibatalkan.,"If a class has fewer than 10 trainees in it, it will be canceled.",Basis Data 2,STUDI KASUS I.txt
